"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","136"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","13"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","118"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","53"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","11"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","99"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","39.0"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","84.6"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","83.9"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","35"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","25.7"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Other Count","Number","48"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2010-2011","Eligible For Free Lunch","Other Rate","Percent","35.3"
"Windham School District","901586790","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","101"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","31"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","49"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","58"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","25"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","44"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","57.4"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","80.6"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","89.8"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","14"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","13.9"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Other Count","Number","29"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2011-2012","Eligible For Free Lunch","Other Rate","Percent","28.7"
"Windham School District","901586790","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","98"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","33"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","67"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","65"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","26"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","58"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","66.3"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","78.8"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","86.6"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","11"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","11.2"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Other Count","Number","22"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Other Count","Number","-9999"
"Windham School District","901586790","2012-2013","Eligible For Free Lunch","Other Rate","Percent","22.4"
"Windham School District","901586790","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Windham School District","901586790","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","102"
"Windham School District","901586790","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","26"
"Windham School District","901586790","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","55"
"Windham School District","901586790","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","62"
"Windham School District","901586790","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","25"
"Windham School District","901586790","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","47"
"Windham School District","901586790","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","60.8"
"Windham School District","901586790","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","96.2"
"Windham School District","901586790","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","85.5"
"Windham School District","901586790","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","7"
"Windham School District","901586790","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
